Date, Bitcoin,Ethereum,Bitcoin Cash,Litecoin,XRP,Dash,Monero,Others
Jan 7 2019, 51.5, 11.97, 2.13, 1.71, 10.88, 0.53, 0.65, 19.04, 
Jan 8 2019, 51.66, 11.74, 2.09, 1.68, 11.02, 0.52, 0.65, 19.06, 
Jan 9 2019, 51.83, 11.55, 2.07, 1.74, 10.88, 0.51, 0.66, 19.16, 
Jan 10 2019, 51.54, 11.5, 2.05, 1.72, 10.91, 0.54, 0.64, 19.48, 
Jan 11 2019, 52.45, 10.89, 1.93, 1.63, 11.09, 0.51, 0.61, 19.36, 
Jan 12 2019, 52.29, 10.82, 1.88, 1.63, 11.17, 0.52, 0.63, 19.49, 
Jan 13 2019, 52.4, 10.81, 1.94, 1.57, 11.04, 0.51, 0.62, 19.57, 
Jan 14 2019, 52.96, 10.45, 1.86, 1.56, 11.15, 0.51, 0.61, 19.36, 
Jan 15 2019, 52.24, 10.92, 1.92, 1.57, 11.1, 0.51, 0.62, 19.59, 
Jan 16 2019, 52.39, 10.87, 1.86, 1.58, 11.04, 0.5, 0.62, 19.62, 
Jan 17 2019, 52.36, 10.56, 1.86, 1.56, 11.11, 0.5, 0.62, 19.9, 
Jan 18 2019, 52.4, 10.48, 1.88, 1.54, 11.01, 0.5, 0.62, 20.03, 
Jan 19 2019, 52.55, 10.42, 1.85, 1.54, 10.97, 0.5, 0.62, 20, 
Jan 20 2019, 52.49, 10.45, 1.85, 1.58, 10.91, 0.51, 0.62, 20.03, 
Jan 21 2019, 52.51, 10.38, 1.81, 1.56, 10.95, 0.5, 0.62, 20.13, 
Jan 22 2019, 52.41, 10.29, 1.81, 1.57, 10.99, 0.5, 0.63, 20.26, 
Jan 23 2019, 52.31, 10.31, 1.89, 1.59, 10.87, 0.51, 0.63, 20.34, 
Jan 24 2019, 52.29, 10.24, 1.96, 1.61, 10.81, 0.51, 0.63, 20.42, 
Jan 25 2019, 52.46, 10.16, 1.89, 1.63, 10.84, 0.52, 0.64, 20.35, 
Jan 26 2019, 52.5, 10.16, 1.87, 1.63, 10.8, 0.53, 0.65, 20.36, 
Jan 27 2019, 52.4, 10.17, 1.86, 1.67, 10.83, 0.53, 0.64, 20.43, 
Jan 28 2019, 52.73, 10.09, 1.83, 1.67, 10.74, 0.52, 0.65, 20.32, 
Jan 29 2019, 53.69, 9.76, 1.73, 1.64, 10.64, 0.51, 0.65, 19.99, 
Jan 30 2019, 53.37, 9.79, 1.74, 1.66, 10.54, 0.52, 0.65, 20.32, 
Jan 31 2019, 52.52, 9.82, 1.8, 1.66, 11.42, 0.51, 0.64, 20.23, 
February 1 2019, 53.34, 9.86, 1.78, 1.68, 11.23, 0.52, 0.64, 19.6, 
February 2 2019, 53.43, 9.79, 1.8, 1.73, 11.11, 0.51, 0.64, 19.64, 
February 3 2019, 53.35, 9.88, 1.85, 1.75, 11.04, 0.5, 0.63, 19.66, 
February 4 2019, 53.4, 9.9, 1.84, 1.78, 10.95, 0.5, 0.64, 19.67, 
February 5 2019, 53.29, 9.92, 1.84, 1.81, 10.91, 0.51, 0.63, 19.75, 
February 6 2019, 53.46, 9.89, 1.83, 1.81, 10.86, 0.52, 0.64, 19.69, 
February 7 2019, 53.58, 9.79, 1.84, 1.78, 10.79, 0.51, 0.64, 19.77, 
February 8 2019, 53.41, 9.81, 1.82, 1.79, 10.79, 0.52, 0.65, 19.87, 
February 9 2019, 52.98, 10.27, 1.87, 2.13, 10.61, 0.51, 0.66, 19.62, 
February 10 2019, 52.97, 10.29, 1.84, 2.17, 10.5, 0.53, 0.67, 19.71, 
February 11 2019, 52.94, 10.27, 1.8, 2.35, 10.37, 0.52, 0.66, 19.73, 
February 12 2019, 52.84, 10.52, 1.79, 2.14, 10.35, 0.56, 0.67, 19.78, 
February 13 2019, 52.65, 10.57, 1.78, 2.18, 10.29, 0.59, 0.68, 19.89, 
February 14 2019, 52.63, 10.63, 1.79, 2.1, 10.38, 0.58, 0.7, 19.82, 
February 15 2019, 52.77, 10.65, 1.8, 2.11, 10.44, 0.56, 0.65, 19.67, 
February 16 2019, 52.76, 10.63, 1.79, 2.12, 10.27, 0.57, 0.67, 19.82, 
February 17 2019, 52.65, 10.67, 1.78, 2.18, 10.3, 0.57, 0.66, 19.81, 
February 18 2019, 52.45, 11.01, 1.77, 2.16, 10.18, 0.56, 0.65, 19.85, 
February 19 2019, 51.81, 11.61, 1.94, 2.22, 10.13, 0.56, 0.66, 19.69, 
February 20 2019, 51.78, 11.45, 1.9, 2.16, 10.19, 0.57, 0.66, 19.9, 
February 21 2019, 51.75, 11.43, 1.92, 2.28, 10.03, 0.56, 0.64, 20.01, 
February 22 2019, 52.03, 11.44, 1.89, 2.23, 9.94, 0.55, 0.64, 19.94, 
February 23 2019, 51.87, 11.57, 1.88, 2.22, 9.82, 0.55, 0.65, 20.09, 
February 24 2019, 51.73, 11.81, 1.89, 2.22, 9.75, 0.55, 0.64, 20.04, 
February 25 2019, 52.15, 11.5, 1.82, 2.12, 9.74, 0.55, 0.65, 20.1, 
February 26 2019, 51.63, 11.27, 1.85, 2.15, 10.53, 0.55, 0.63, 20.01, 
February 27 2019, 52.07, 11.05, 1.81, 2.1, 10.16, 0.55, 0.64, 20.25, 
February 28 2019, 52.02, 11.14, 1.81, 2.12, 10.04, 0.55, 0.64, 20.31, 
March 1 2019, 52.14, 11.08, 1.79, 2.16, 9.91, 0.56, 0.64, 20.36, 
March 2 2019, 51.78, 11, 1.8, 2.23, 10.13, 0.55, 0.63, 20.49, 
March 3 2019, 52.15, 10.78, 1.79, 2.27, 9.99, 0.56, 0.64, 20.45, 
March 4 2019, 52.1, 10.78, 1.8, 2.27, 9.96, 0.55, 0.65, 20.54, 
March 5 2019, 52.4, 10.6, 1.75, 2.24, 10.07, 0.55, 0.64, 20.42, 
March 6 2019, 51.72, 10.92, 1.78, 2.43, 9.93, 0.55, 0.64, 20.71, 
March 7 2019, 51.65, 10.95, 1.77, 2.53, 9.9, 0.55, 0.64, 20.7, 
March 8 2019, 51.54, 10.9, 1.75, 2.61, 9.77, 0.54, 0.65, 20.93, 
March 9 2019, 51.69, 10.84, 1.73, 2.58, 9.68, 0.54, 0.64, 20.99, 
March 10 2019, 51.57, 10.77, 1.77, 2.6, 9.65, 0.54, 0.64, 21.13, 
March 11 2019, 51.54, 10.67, 1.74, 2.57, 9.72, 0.54, 0.63, 21.28, 
March 12 2019, 51.62, 10.6, 1.72, 2.53, 9.69, 0.54, 0.63, 21.36, 
March 13 2019, 51.3, 10.51, 1.71, 2.58, 9.62, 0.58, 0.64, 21.74, 
March 14 2019, 51.21, 10.45, 1.7, 2.54, 9.73, 0.59, 0.65, 21.78, 
March 15 2019, 51.06, 10.41, 1.76, 2.55, 9.6, 0.58, 0.65, 22.02, 
March 16 2019, 50.73, 10.55, 1.85, 2.61, 9.5, 0.58, 0.65, 22.15, 
March 17 2019, 50.65, 10.65, 1.95, 2.67, 9.43, 0.58, 0.65, 22.05, 
March 18 2019, 50.74, 10.57, 1.97, 2.68, 9.4, 0.58, 0.64, 22.05, 
March 19 2019, 50.79, 10.52, 2.07, 2.61, 9.4, 0.58, 0.65, 22.05, 
March 20 2019, 50.85, 10.49, 2.03, 2.61, 9.39, 0.57, 0.66, 22.06, 
March 21 2019, 50.82, 10.42, 2, 2.62, 9.43, 0.58, 0.67, 22.13, 
March 22 2019, 51.04, 10.37, 1.97, 2.6, 9.37, 0.57, 0.65, 22.08, 
March 23 2019, 50.72, 10.39, 2.01, 2.61, 9.3, 0.57, 0.65, 22.38, 
March 24 2019, 50.51, 10.35, 2.08, 2.66, 9.26, 0.57, 0.64, 22.55, 
March 25 2019, 50.53, 10.27, 2.09, 2.61, 9.22, 0.58, 0.65, 22.69, 
March 26 2019, 50.71, 10.3, 2.05, 2.62, 9.19, 0.57, 0.64, 22.57, 
March 27 2019, 50.8, 10.32, 2.04, 2.6, 9.14, 0.57, 0.64, 22.56, 
March 28 2019, 50.32, 10.34, 2.1, 2.65, 9.04, 0.57, 0.65, 23, 
March 29 2019, 50.24, 10.31, 2.11, 2.62, 9.04, 0.58, 0.64, 23.11, 
March 30 2019, 50.26, 10.36, 2.1, 2.6, 8.95, 0.59, 0.63, 23.12, 
March 31 2019, 50.23, 10.42, 2.07, 2.58, 9.07, 0.59, 0.63, 23.03, 
April 1 2019, 50.14, 10.3, 2.06, 2.57, 8.97, 0.65, 0.66, 23.28, 
April 2 2019, 50.12, 10.22, 2.03, 2.54, 8.93, 0.67, 0.68, 23.42, 
April 3 2019, 50.88, 10.16, 2.27, 2.65, 8.72, 0.65, 0.68, 22.61, 
April 4 2019, 50.18, 10.12, 3.18, 3.15, 8.43, 0.64, 0.66, 22.24, 
April 5 2019, 51.19, 9.79, 2.95, 3.01, 8.21, 0.64, 0.64, 22.19, 
April 6 2019, 50.42, 9.81, 2.93, 3.07, 8.61, 0.65, 0.65, 22.46, 
April 7 2019, 50.55, 9.86, 3.18, 3.19, 8.3, 0.65, 0.65, 22.24, 
April 8 2019, 50.53, 9.86, 3.15, 3.14, 8.3, 0.65, 0.65, 22.33, 
April 9 2019, 50.85, 10.35, 2.99, 2.98, 8.24, 0.65, 0.65, 21.92, 
April 10 2019, 51.05, 10.37, 2.92, 2.97, 8.13, 0.64, 0.64, 21.92, 
April 11 2019, 51.22, 10.36, 2.96, 2.96, 8.06, 0.62, 0.65, 21.82, 
April 12 2019, 51.96, 10.18, 2.83, 2.83, 8.04, 0.63, 0.65, 21.58, 
April 13 2019, 51.92, 10.08, 2.9, 2.81, 7.94, 0.61, 0.66, 21.79, 
April 14 2019, 52.11, 10.01, 2.85, 2.77, 7.88, 0.61, 0.64, 21.85, 
April 15 2019, 51.97, 10.02, 2.87, 2.79, 7.83, 0.61, 0.64, 22, 
April 16 2019, 52.13, 9.91, 3.18, 2.79, 7.79, 0.6, 0.64, 21.72, 
April 17 2019, 52.21, 9.97, 3.2, 2.82, 7.74, 0.6, 0.65, 21.58, 
April 18 2019, 52.27, 9.94, 3.09, 2.76, 7.9, 0.59, 0.65, 21.58, 
April 19 2019, 51.81, 10.24, 3.02, 2.82, 7.85, 0.6, 0.65, 21.79, 
April 20 2019, 51.97, 10.14, 3.01, 2.8, 7.75, 0.6, 0.64, 21.89, 
April 21 2019, 52.11, 10.16, 2.97, 2.75, 7.67, 0.6, 0.65, 21.9, 
April 22 2019, 52.75, 10.11, 2.85, 2.64, 7.61, 0.59, 0.65, 21.61, 
April 23 2019, 52.77, 10.08, 2.86, 2.61, 7.54, 0.6, 0.65, 21.7, 
April 24 2019, 53.74, 9.97, 2.87, 2.58, 7.36, 0.58, 0.64, 21.11, 
April 25 2019, 54.87, 9.85, 2.75, 2.52, 7.17, 0.56, 0.63, 20.54, 
April 26 2019, 54.56, 9.8, 2.8, 2.54, 7.12, 0.58, 0.64, 20.84, 
April 27 2019, 54.59, 9.68, 2.72, 2.63, 7.33, 0.56, 0.62, 20.77, 
April 28 2019, 54.32, 9.81, 2.74, 2.61, 7.27, 0.56, 0.62, 20.95, 
April 29 2019, 54.6, 9.75, 2.66, 2.51, 7.28, 0.56, 0.61, 20.93, 
April 30 2019, 54.91, 9.75, 2.55, 2.48, 7.33, 0.56, 0.61, 20.64, 
May 1 2019, 54.56, 9.74, 2.63, 2.6, 7.54, 0.56, 0.6, 20.62, 
May 2 2019, 54.29, 9.74, 2.74, 2.59, 7.29, 0.59, 0.62, 21.02, 
May 3 2019, 54.76, 9.59, 2.68, 2.54, 7.18, 0.59, 0.61, 20.94, 
May 4 2019, 55.14, 9.62, 2.79, 2.63, 6.98, 0.58, 0.61, 20.58, 
May 5 2019, 55.4, 9.5, 2.76, 2.59, 7.05, 0.58, 0.62, 20.43, 
May 6 2019, 55.83, 9.36, 2.86, 2.57, 6.96, 0.58, 0.61, 20.19, 
May 7 2019, 55.3, 10, 2.82, 2.54, 6.91, 0.58, 0.62, 20.2, 
May 8 2019, 56.07, 9.79, 2.73, 2.48, 6.79, 0.57, 0.6, 19.95, 
May 9 2019, 56.47, 9.65, 2.72, 2.46, 6.82, 0.56, 0.61, 19.71, 
May 10 2019, 57.79, 9.51, 2.65, 2.42, 6.68, 0.52, 0.58, 18.91, 
May 11 2019, 58.34, 9.52, 2.64, 2.44, 6.52, 0.51, 0.58, 18.53, 
May 12 2019, 57.71, 9.79, 2.81, 2.63, 6.5, 0.51, 0.6, 18.49, 
May 13 2019, 59.02, 9.45, 2.94, 2.52, 6.2, 0.51, 0.59, 17.85, 
May 14 2019, 60.04, 9.24, 3, 2.41, 5.99, 0.51, 0.59, 17.31, 
May 15 2019, 59.35, 9.27, 2.83, 2.33, 7, 0.51, 0.59, 17.16, 
May 16 2019, 57.36, 10.16, 2.8, 2.47, 7.19, 0.53, 0.63, 17.8, 
May 17 2019, 56.24, 11.2, 2.89, 2.37, 7.07, 0.54, 0.6, 17.94, 
May 18 2019, 56.31, 10.96, 2.8, 2.37, 7, 0.52, 0.6, 18.33, 
May 19 2019, 56.26, 10.9, 2.8, 2.35, 6.85, 0.53, 0.59, 18.59, 
May 20 2019, 56.68, 10.9, 2.97, 2.35, 6.87, 0.54, 0.59, 18, 
May 21 2019, 56.78, 10.79, 2.93, 2.29, 6.8, 0.61, 0.6, 18.09, 
May 22 2019, 56.57, 10.83, 3, 2.27, 6.7, 0.59, 0.6, 18.33, 
May 23 2019, 56.6, 10.83, 2.93, 2.26, 6.66, 0.57, 0.61, 18.48, 
May 24 2019, 57.06, 10.61, 2.9, 2.26, 6.57, 0.55, 0.59, 18.43, 
May 25 2019, 56.79, 10.65, 2.92, 2.47, 6.51, 0.55, 0.59, 18.48, 
May 26 2019, 56.91, 10.67, 2.87, 2.5, 6.5, 0.55, 0.59, 18.39, 
May 27 2019, 56.74, 10.69, 2.88, 2.5, 6.47, 0.54, 0.59, 18.58, 
May 28 2019, 57.08, 10.5, 2.83, 2.62, 6.54, 0.54, 0.61, 18.27, 
May 29 2019, 56.47, 10.57, 2.84, 2.6, 6.89, 0.55, 0.6, 18.41, 
May 30 2019, 55.89, 10.48, 2.95, 2.64, 6.81, 0.55, 0.59, 18.91, 
May 31 2019, 55.91, 10.51, 2.92, 2.57, 6.83, 0.54, 0.59, 18.99, 
June 1 2019, 55.97, 10.44, 2.89, 2.56, 6.74, 0.53, 0.59, 19.13, 
June 2 2019, 55.94, 10.41, 2.86, 2.58, 6.69, 0.53, 0.58, 19.26, 
June 3 2019, 56.09, 10.37, 2.85, 2.58, 6.75, 0.53, 0.59, 19.1, 
June 4 2019, 55.95, 10.26, 2.8, 2.56, 6.89, 0.53, 0.59, 19.3, 
June 5 2019, 55.6, 10.46, 2.75, 2.57, 6.86, 0.53, 0.58, 19.53, 
June 6 2019, 55.6, 10.53, 2.84, 2.58, 6.78, 0.52, 0.58, 19.46, 
June 7 2019, 55.48, 10.49, 2.75, 2.63, 7.06, 0.51, 0.59, 19.4, 
June 8 2019, 55.32, 10.38, 2.8, 2.86, 6.96, 0.52, 0.59, 19.45, 
June 9 2019, 55.5, 10.33, 2.77, 2.85, 6.89, 0.51, 0.59, 19.46, 
June 10 2019, 55.93, 10.17, 2.76, 2.9, 6.63, 0.51, 0.59, 19.41, 
June 11 2019, 55.61, 10.26, 2.76, 3.1, 6.61, 0.52, 0.58, 19.46, 
June 12 2019, 55.49, 10.24, 2.74, 3.31, 6.56, 0.51, 0.59, 19.46, 
June 13 2019, 55.29, 10.49, 2.68, 3.29, 6.51, 0.51, 0.59, 19.52, 
June 14 2019, 55.25, 10.51, 2.82, 3.11, 6.49, 0.52, 0.59, 19.59, 
June 15 2019, 56.42, 10.34, 2.73, 3, 6.35, 0.51, 0.57, 19.01, 
June 16 2019, 56.55, 10.37, 2.71, 3.11, 6.32, 0.5, 0.58, 18.78, 
June 17 2019, 57.04, 10.17, 2.72, 3, 6.4, 0.49, 0.58, 18.53, 
June 18 2019, 57.25, 10.12, 2.67, 2.9, 6.34, 0.49, 0.58, 18.6, 
June 19 2019, 57.28, 10.01, 2.59, 2.98, 6.45, 0.5, 0.58, 18.57, 
June 20 2019, 56.73, 9.98, 2.57, 3.03, 6.42, 0.5, 0.6, 19.14, 
June 21 2019, 57.68, 9.87, 2.53, 2.9, 6.25, 0.49, 0.62, 18.66, 
June 22 2019, 57.94, 10.29, 2.55, 2.83, 6.2, 0.48, 0.61, 18.12, 
June 23 2019, 58.5, 10.06, 2.67, 2.74, 6.29, 0.48, 0.6, 17.65, 
June 24 2019, 58.64, 10.18, 2.62, 2.67, 6.2, 0.48, 0.61, 17.57, 
June 25 2019, 59.43, 10.02, 2.56, 2.54, 5.99, 0.47, 0.62, 17.36, 
June 26 2019, 60.06, 9.83, 2.51, 2.47, 5.92, 0.46, 0.58, 17.17, 
June 27 2019, 63.16, 9.74, 2.35, 2.19, 5.33, 0.43, 0.49, 15.37, 
June 28 2019, 61.99, 9.8, 2.32, 2.29, 5.51, 0.43, 0.49, 16.21, 
June 29 2019, 62.67, 9.68, 2.28, 2.2, 5.24, 0.44, 0.49, 16.01, 
June 30 2019, 62.2, 9.69, 2.26, 2.43, 5.27, 0.44, 0.49, 16.26, 
July 1 2019, 61.68, 9.87, 2.27, 2.48, 5.32, 0.44, 0.49, 16.46, 
July 2 2019, 60.75, 10.05, 2.36, 2.4, 5.57, 0.44, 0.48, 16.94, 
July 3 2019, 61.19, 9.93, 2.32, 2.39, 5.5, 0.44, 0.47, 16.75, 
July 4 2019, 62.18, 9.71, 2.3, 2.31, 5.3, 0.43, 0.46, 16.35, 
July 5 2019, 63.13, 9.43, 2.23, 2.33, 5.05, 0.43, 0.47, 15.98, 
July 6 2019, 62.37, 9.71, 2.24, 2.31, 5.07, 0.43, 0.49, 16.43, 
July 7 2019, 62.5, 9.58, 2.26, 2.3, 5.21, 0.42, 0.51, 16.27, 
July 8 2019, 62.16, 9.95, 2.22, 2.27, 5.12, 0.43, 0.55, 16.35, 
July 9 2019, 63, 9.73, 2.19, 2.24, 5.03, 0.42, 0.52, 15.94, 
July 10 2019, 64.25, 9.53, 2.13, 2.14, 4.81, 0.4, 0.5, 15.34, 
July 11 2019, 65.21, 9.2, 2.07, 2.02, 4.61, 0.4, 0.49, 15.15, 
July 12 2019, 65.57, 9.2, 1.96, 2.04, 4.41, 0.41, 0.5, 15.05, 
July 13 2019, 65.06, 9.21, 1.98, 2.07, 4.61, 0.4, 0.5, 15.3, 
July 14 2019, 64.84, 9.31, 2, 2.06, 4.58, 0.4, 0.51, 15.45, 
July 15 2019, 65.44, 8.85, 1.92, 1.96, 4.65, 0.4, 0.52, 15.45, 
July 16 2019, 66.31, 8.6, 1.98, 1.99, 4.64, 0.38, 0.5, 14.8, 
July 17 2019, 66.55, 8.25, 1.93, 1.91, 4.85, 0.36, 0.5, 14.87, 
