Date, Bitcoin,Ethereum,Bitcoin Cash,Litecoin,XRP,Dash,Monero,Others
March 29 2018, 44.93, 14.77, 4.89, 2.47, 7.53, 0.94, 1.03, 20.32, 
March 30 2018, 45.5, 14.42, 4.58, 2.4, 7.56, 0.96, 1.05, 20.41, 
March 31 2018, 45.02, 14.63, 4.58, 2.52, 7.62, 0.96, 1.04, 20.4, 
April 1 2018, 44.91, 14.84, 4.48, 2.51, 7.54, 0.95, 1.08, 20.56, 
April 2 2018, 45.37, 14.72, 4.37, 2.52, 7.45, 0.95, 1.09, 20.5, 
April 3 2018, 45.44, 14.54, 4.32, 2.53, 7.39, 0.92, 1.08, 20.7, 
April 4 2018, 45.11, 14.4, 4.34, 2.67, 7.53, 0.96, 1.07, 20.83, 
April 5 2018, 45.18, 14.58, 4.26, 2.54, 7.65, 0.94, 1.06, 20.75, 
April 6 2018, 44.92, 14.62, 4.25, 2.61, 7.54, 0.94, 1.07, 21.02, 
April 7 2018, 45.1, 14.66, 4.15, 2.55, 7.4, 0.92, 1.05, 21.16, 
April 8 2018, 45.16, 14.62, 4.21, 2.51, 7.34, 0.93, 1.04, 21.21, 
April 9 2018, 44.93, 14.85, 4.21, 2.48, 7.31, 0.94, 1.03, 21.22, 
April 10 2018, 44.33, 15.32, 4.2, 2.48, 7.35, 0.92, 1.03, 21.24, 
April 11 2018, 43.97, 15.29, 4.2, 2.43, 7.27, 0.9, 1, 21.8, 
April 12 2018, 43.32, 15.43, 4.12, 2.37, 7.22, 0.9, 0.98, 22.42, 
April 13 2018, 43.45, 15.18, 4.03, 2.28, 7.36, 0.91, 0.98, 22.58, 
April 14 2018, 42.02, 15.51, 3.99, 2.25, 8.18, 0.91, 0.96, 22.81, 
April 15 2018, 42.83, 15.5, 3.95, 2.23, 7.77, 0.9, 0.96, 22.52, 
April 16 2018, 42.16, 15.56, 3.97, 2.2, 7.88, 0.91, 0.95, 22.74, 
April 17 2018, 41.98, 15.45, 3.99, 2.2, 7.93, 0.89, 0.95, 23.02, 
April 18 2018, 41.42, 15.29, 4.01, 2.34, 7.92, 0.9, 0.97, 23.54, 
April 19 2018, 40.75, 15.09, 4.45, 2.29, 7.94, 0.95, 1.06, 23.8, 
April 20 2018, 39.45, 15.54, 4.6, 2.3, 8.2, 0.95, 1.06, 24.22, 
April 21 2018, 38.3, 15.52, 5.09, 2.24, 9.02, 0.94, 1.07, 24.12, 
April 22 2018, 39.05, 15.73, 5.14, 2.19, 8.84, 0.92, 1.06, 23.55, 
April 23 2018, 38.35, 15.94, 5.37, 2.13, 8.76, 0.95, 1.11, 23.81, 
April 24 2018, 37.9, 15.87, 5.95, 2.12, 8.56, 1.02, 1.12, 23.88, 
April 25 2018, 37.08, 16.23, 5.87, 2.14, 8.46, 1, 1.1, 24.58, 
April 26 2018, 38.58, 15.72, 5.71, 2.08, 8.12, 0.97, 1.07, 24.37, 
April 27 2018, 37.9, 15.73, 5.71, 2.08, 8.06, 0.96, 1.07, 25.11, 
April 28 2018, 37.45, 15.94, 5.69, 2.03, 7.93, 0.93, 1, 25.68, 
April 29 2018, 37.04, 15.83, 5.6, 1.99, 7.97, 0.92, 0.96, 26.3, 
April 30 2018, 36.71, 15.57, 5.65, 1.98, 7.8, 0.91, 0.93, 26.97, 
May 1 2018, 36.9, 15.74, 5.56, 1.98, 7.75, 0.9, 0.93, 26.78, 
May 2 2018, 36.93, 15.79, 5.33, 1.98, 7.87, 0.91, 0.92, 26.88, 
May 3 2018, 36.27, 15.67, 5.8, 1.96, 7.77, 0.88, 0.92, 27.14, 
May 4 2018, 36.17, 16.6, 5.63, 2, 7.62, 0.89, 0.89, 26.52, 
May 5 2018, 36.24, 16.95, 5.71, 2.02, 7.73, 0.86, 0.85, 26.1, 
May 6 2018, 36, 17.25, 6.18, 2.16, 7.69, 0.87, 0.83, 25.62, 
May 7 2018, 36.03, 17.25, 6.57, 2.13, 7.53, 0.87, 0.83, 25.38, 
May 8 2018, 36.4, 16.9, 6.39, 2.12, 7.43, 0.84, 0.85, 25.67, 
May 9 2018, 36.12, 17.03, 6.28, 2.07, 7.33, 0.82, 0.83, 26.04, 
May 10 2018, 36.45, 17.18, 6.46, 2.05, 7.26, 0.82, 0.84, 25.53, 
May 11 2018, 36.34, 17.22, 6.34, 2.02, 7.19, 0.83, 0.83, 25.93, 
May 12 2018, 37.49, 17.42, 6.15, 2.02, 7.04, 0.83, 0.85, 25.02, 
May 13 2018, 37.49, 17.5, 6.39, 2.06, 6.97, 0.84, 0.83, 24.73, 
May 14 2018, 36.36, 17.99, 6.28, 2.02, 7.19, 0.83, 0.84, 25.25, 
May 15 2018, 36.62, 17.92, 6.17, 2.05, 7.1, 0.87, 0.84, 25.2, 
May 16 2018, 36.99, 18.08, 5.96, 2.02, 7.08, 0.88, 0.84, 24.91, 
May 17 2018, 37.27, 18.28, 5.76, 2.05, 7.11, 0.87, 0.83, 24.67, 
May 18 2018, 37.41, 18.21, 5.63, 2.05, 7.1, 0.86, 0.85, 24.77, 
May 19 2018, 37.46, 18.36, 5.47, 2.04, 7.09, 0.84, 0.85, 24.84, 
May 20 2018, 37.38, 18.49, 5.37, 2.03, 7.02, 0.83, 0.84, 24.95, 
May 21 2018, 37.07, 18.37, 5.68, 2.02, 7.01, 0.83, 0.84, 25.09, 
May 22 2018, 37.64, 18.21, 5.52, 2, 7.01, 0.82, 0.83, 24.94, 
May 23 2018, 37.83, 18.13, 5.43, 2.02, 7.08, 0.82, 0.8, 24.84, 
May 24 2018, 39.08, 17.77, 5.25, 2.05, 7.1, 0.83, 0.84, 24.1, 
May 25 2018, 38.34, 17.49, 5.34, 2.08, 7.37, 0.82, 0.81, 24.73, 
May 26 2018, 38.46, 17.62, 5.25, 2.03, 7.17, 0.83, 0.8, 24.83, 
May 27 2018, 38.22, 17.84, 5.26, 2.04, 7.23, 0.8, 0.8, 24.81, 
May 28 2018, 38.56, 17.44, 5.23, 2.06, 7.34, 0.79, 0.83, 24.75, 
May 29 2018, 39.68, 16.9, 5.1, 2.08, 7.24, 0.77, 0.81, 24.48, 
May 30 2018, 38.92, 17.29, 5.18, 2.09, 7.25, 0.76, 0.77, 24.66, 
May 31 2018, 39.18, 17.21, 5.16, 2.08, 7.26, 0.77, 0.78, 24.54, 
June 1 2018, 38.67, 17.33, 5.15, 2.04, 7.24, 0.76, 0.76, 24.86, 
June 2 2018, 38.71, 17.3, 5.13, 2.05, 7.3, 0.76, 0.76, 24.68, 
June 3 2018, 37.92, 17.15, 5.41, 2.03, 7.33, 0.77, 0.77, 25.35, 
June 4 2018, 37.61, 17.54, 5.7, 2.03, 7.42, 0.77, 0.78, 24.99, 
June 5 2018, 38.02, 17.48, 5.6, 2.01, 7.59, 0.76, 0.76, 24.67, 
June 6 2018, 37.65, 17.59, 5.71, 2, 7.74, 0.75, 0.78, 24.69, 
June 7 2018, 37.95, 17.63, 5.63, 2, 7.67, 0.74, 0.77, 24.59, 
June 8 2018, 37.97, 17.54, 5.66, 2, 7.72, 0.74, 0.78, 24.54, 
June 9 2018, 38.17, 17.54, 5.61, 1.99, 7.74, 0.74, 0.75, 24.4, 
June 10 2018, 38.21, 17.7, 5.6, 2, 7.69, 0.72, 0.75, 24.32, 
June 11 2018, 38.62, 17.7, 5.56, 2, 7.8, 0.75, 0.71, 23.9, 
June 12 2018, 39.38, 17.69, 5.41, 2.06, 7.74, 0.74, 0.74, 23.33, 
June 13 2018, 39.53, 17.65, 5.34, 2.04, 7.7, 0.76, 0.71, 23.38, 
June 14 2018, 40.19, 17.62, 5.31, 1.97, 7.68, 0.75, 0.69, 23.02, 
June 15 2018, 39.54, 17.9, 5.3, 2, 7.6, 0.76, 0.74, 23.36, 
June 16 2018, 39.74, 17.73, 5.29, 1.98, 7.6, 0.75, 0.72, 23.45, 
June 17 2018, 39.89, 17.9, 5.27, 1.98, 7.51, 0.77, 0.73, 23.23, 
June 18 2018, 39.94, 17.97, 5.23, 1.98, 7.42, 0.78, 0.72, 23.26, 
June 19 2018, 40.02, 18.06, 5.31, 1.96, 7.41, 0.76, 0.71, 23.1, 
June 20 2018, 39.88, 18.47, 5.31, 1.95, 7.37, 0.73, 0.7, 22.94, 
June 21 2018, 40.06, 18.56, 5.3, 1.94, 7.33, 0.74, 0.68, 22.79, 
June 22 2018, 40.29, 18.43, 5.25, 1.93, 7.32, 0.75, 0.69, 22.77, 
June 23 2018, 40.8, 18.36, 5.14, 1.89, 7.5, 0.76, 0.7, 22.35, 
June 24 2018, 41.01, 18.55, 5.09, 1.84, 7.47, 0.77, 0.73, 21.99, 
June 25 2018, 41.95, 18.05, 5.13, 1.83, 7.43, 0.78, 0.77, 21.61, 
June 26 2018, 41.88, 18.05, 5.08, 1.84, 7.35, 0.77, 0.81, 21.75, 
June 27 2018, 42.41, 17.83, 4.99, 1.82, 7.38, 0.76, 0.82, 21.55, 
June 28 2018, 42.51, 17.7, 4.95, 1.87, 7.42, 0.76, 0.84, 21.53, 
June 29 2018, 42.52, 17.83, 4.88, 1.84, 7.33, 0.74, 0.86, 21.56, 
June 30 2018, 43.09, 17.65, 4.85, 1.8, 7.21, 0.78, 0.82, 21.38, 
July 1 2018, 42.77, 17.64, 4.95, 1.81, 7.08, 0.75, 0.83, 21.76, 
July 2 2018, 42.64, 17.75, 4.93, 1.78, 7.03, 0.75, 0.81, 21.8, 
July 3 2018, 42.07, 17.6, 4.93, 1.81, 7.01, 0.76, 0.85, 22.28, 
July 4 2018, 41.93, 17.47, 4.95, 1.84, 7.21, 0.77, 0.84, 22.28, 
July 5 2018, 41.99, 17.43, 4.88, 1.82, 7.13, 0.74, 0.84, 22.35, 
July 6 2018, 42.18, 17.65, 4.69, 1.79, 6.97, 0.74, 0.84, 22.35, 
July 7 2018, 42.42, 17.85, 4.67, 1.77, 6.89, 0.72, 0.81, 22.24, 
July 8 2018, 42.5, 17.7, 4.7, 1.75, 6.92, 0.73, 0.8, 22.28, 
July 9 2018, 42.05, 17.9, 4.78, 1.75, 6.87, 0.72, 0.81, 22.46, 
July 10 2018, 42.79, 17.78, 4.71, 1.72, 6.84, 0.7, 0.84, 22.05, 
July 11 2018, 43.2, 17.44, 4.73, 1.74, 6.96, 0.72, 0.8, 21.88, 
July 12 2018, 43.38, 17.54, 4.76, 1.77, 6.97, 0.71, 0.79, 21.56, 
July 13 2018, 43.33, 17.7, 4.79, 1.8, 6.97, 0.7, 0.8, 21.42, 
July 14 2018, 43.08, 17.66, 4.82, 1.78, 6.92, 0.74, 0.8, 21.66, 
July 15 2018, 43.12, 17.62, 4.86, 1.77, 6.91, 0.74, 0.79, 21.69, 
July 16 2018, 42.77, 17.74, 4.89, 1.76, 6.87, 0.74, 0.79, 21.94, 
July 17 2018, 42.38, 17.75, 5.1, 1.78, 6.82, 0.75, 0.8, 22.06, 
July 18 2018, 43.13, 17.34, 5.01, 1.75, 6.8, 0.73, 0.8, 21.9, 
July 19 2018, 43.17, 16.71, 5.04, 1.76, 6.77, 0.74, 0.79, 22.48, 
July 20 2018, 44.36, 16.46, 4.91, 1.74, 6.55, 0.74, 0.8, 22.03, 
July 21 2018, 45.45, 16.41, 4.85, 1.72, 6.35, 0.8, 0.78, 21.31, 
July 22 2018, 45.04, 16.63, 4.84, 1.73, 6.34, 0.73, 0.76, 21.6, 
July 23 2018, 45.29, 16.45, 4.9, 1.69, 6.35, 0.73, 0.74, 21.56, 
July 24 2018, 46.51, 16.13, 4.79, 1.69, 6.16, 0.7, 0.77, 21.01, 
July 25 2018, 47.17, 16.05, 4.9, 1.68, 5.98, 0.69, 0.77, 20.57, 
July 26 2018, 46.92, 16.02, 4.83, 1.68, 6.12, 0.67, 0.77, 20.79, 
July 27 2018, 46.95, 16.02, 4.78, 1.66, 6, 0.67, 0.76, 20.9, 
July 28 2018, 47.33, 15.85, 4.77, 1.64, 6.03, 0.68, 0.77, 20.71, 
July 29 2018, 47.41, 15.86, 4.75, 1.63, 6, 0.66, 0.77, 20.71, 
July 30 2018, 47.44, 15.83, 4.8, 1.63, 5.98, 0.66, 0.74, 20.7, 
July 31 2018, 47.81, 15.87, 4.79, 1.64, 6.09, 0.67, 0.74, 20.21, 
August 1 2018, 48.08, 15.81, 4.82, 1.63, 6.18, 0.64, 0.72, 19.94, 
August 2 2018, 47.97, 15.62, 4.82, 1.64, 6.43, 0.66, 0.74, 19.93, 
August 3 2018, 48.64, 15.6, 4.73, 1.65, 6.4, 0.64, 0.76, 19.45, 
August 4 2018, 48.27, 15.83, 4.67, 1.65, 6.45, 0.64, 0.74, 19.54, 
August 5 2018, 47.59, 16.28, 4.74, 1.67, 6.65, 0.66, 0.74, 19.54, 
August 6 2018, 47.49, 16.15, 4.74, 1.69, 6.6, 0.66, 0.74, 19.73, 
August 7 2018, 47.45, 16.29, 4.72, 1.69, 6.55, 0.66, 0.74, 19.76, 
August 8 2018, 47.85, 16.12, 4.76, 1.68, 6.27, 0.66, 0.74, 19.88, 
August 9 2018, 48.85, 16.48, 4.58, 1.64, 5.86, 0.66, 0.71, 19.32, 
August 10 2018, 48.9, 16.14, 4.58, 1.62, 5.91, 0.64, 0.71, 19.58, 
August 11 2018, 49.15, 16.1, 4.56, 1.61, 5.85, 0.67, 0.71, 19.53, 
August 12 2018, 50.97, 15.16, 4.58, 1.57, 5.59, 0.65, 0.72, 19.05, 
August 13 2018, 50.9, 15.27, 4.64, 1.61, 5.55, 0.65, 0.71, 18.96, 
August 14 2018, 52.31, 14.42, 4.54, 1.6, 5.47, 0.61, 0.72, 18.66, 
August 15 2018, 54.51, 13.65, 4.37, 1.56, 5.36, 0.59, 0.68, 17.7, 
August 16 2018, 53.36, 14.33, 4.34, 1.59, 5.44, 0.62, 0.72, 17.97, 
August 17 2018, 53.13, 14.21, 4.39, 1.57, 5.67, 0.61, 0.72, 18.09, 
August 18 2018, 51.86, 14.16, 4.48, 1.57, 5.91, 0.61, 0.73, 18.99, 
August 19 2018, 52.25, 13.98, 4.53, 1.55, 6.05, 0.59, 0.74, 18.68, 
August 20 2018, 51.64, 14.08, 4.53, 1.55, 6.25, 0.6, 0.73, 18.89, 
August 21 2018, 52.18, 13.78, 4.42, 1.54, 6.21, 0.58, 0.76, 18.82, 
August 22 2018, 53.02, 13.43, 4.37, 1.53, 6.2, 0.56, 0.75, 18.5, 
August 23 2018, 53.32, 13.4, 4.35, 1.53, 6.12, 0.56, 0.73, 18.38, 
August 24 2018, 53.2, 13.42, 4.32, 1.56, 6.09, 0.56, 0.71, 18.53, 
August 25 2018, 53.31, 13.29, 4.3, 1.57, 6, 0.54, 0.71, 18.65, 
August 26 2018, 53.48, 13.16, 4.27, 1.55, 5.97, 0.55, 0.7, 18.67, 
August 27 2018, 53.71, 12.97, 4.2, 1.54, 5.93, 0.55, 0.72, 18.74, 
August 28 2018, 53.25, 12.96, 4.21, 1.54, 5.93, 0.59, 0.73, 19.03, 
August 29 2018, 52.9, 12.86, 4.18, 1.55, 5.99, 0.69, 0.74, 19.16, 
August 30 2018, 53.01, 12.86, 4.18, 1.56, 5.95, 0.68, 0.73, 19.14, 
August 31 2018, 53.5, 12.75, 4.14, 1.56, 5.88, 0.68, 0.72, 18.97, 
September 1 2018, 53.2, 12.58, 4.14, 1.57, 5.87, 0.7, 0.83, 19.25, 
September 2 2018, 52.25, 12.76, 4.51, 1.61, 5.82, 0.76, 0.85, 19.53, 
September 3 2018, 52.85, 12.62, 4.65, 1.6, 5.72, 0.75, 0.83, 19.11, 
September 4 2018, 52.98, 12.45, 4.6, 1.6, 5.67, 0.77, 0.92, 19.14, 
September 5 2018, 53.09, 12.22, 4.57, 1.67, 5.55, 0.76, 0.94, 19.25, 
September 6 2018, 54.99, 11.48, 4.28, 1.61, 5.37, 0.71, 0.89, 18.82, 
September 7 2018, 54.66, 11.19, 4.33, 1.59, 5.84, 0.71, 0.91, 18.92, 
September 8 2018, 54.8, 10.96, 4.26, 1.62, 5.76, 0.76, 0.91, 19.07, 
September 9 2018, 55.28, 10.65, 4.25, 1.6, 5.71, 0.83, 0.89, 18.93, 
September 10 2018, 55.73, 10.25, 4.25, 1.63, 5.71, 0.82, 0.89, 18.86, 
September 11 2018, 56.18, 10.1, 4.19, 1.62, 5.47, 0.86, 0.88, 18.83, 
September 12 2018, 57.05, 9.79, 3.99, 1.58, 5.42, 0.8, 0.89, 18.67, 
September 13 2018, 57.13, 9.6, 3.93, 1.57, 5.68, 0.78, 0.88, 18.62, 
September 14 2018, 56.01, 10.5, 3.92, 1.59, 5.59, 0.8, 0.92, 18.87, 
September 15 2018, 55.79, 10.89, 3.89, 1.61, 5.51, 0.79, 0.93, 18.8, 
September 16 2018, 55.33, 11.21, 3.88, 1.65, 5.51, 0.79, 0.97, 18.9, 
September 17 2018, 55.59, 11.04, 3.78, 1.63, 5.52, 0.77, 0.95, 18.94, 
September 18 2018, 55.95, 10.75, 3.78, 1.61, 5.56, 0.81, 0.96, 18.86, 
September 19 2018, 55.27, 10.78, 3.82, 1.58, 6.4, 0.79, 0.93, 18.73, 
September 20 2018, 55.42, 10.71, 3.73, 1.58, 6.48, 0.8, 0.9, 18.69, 
September 21 2018, 54.72, 10.59, 3.67, 1.56, 7.31, 0.78, 0.91, 18.77, 
September 22 2018, 51.68, 10.48, 3.74, 1.51, 10.86, 0.75, 0.88, 18.44, 
September 23 2018, 51.87, 11.07, 3.77, 1.59, 9.86, 0.76, 0.9, 18.5, 
September 24 2018, 51.33, 11.04, 3.76, 1.58, 10.03, 0.76, 0.88, 18.91, 
September 25 2018, 52.09, 10.92, 3.71, 1.56, 9.48, 0.74, 0.89, 18.92, 
September 26 2018, 53.55, 10.39, 3.61, 1.58, 8.75, 0.74, 0.9, 18.81, 
September 27 2018, 52.08, 10.36, 4.12, 1.58, 9.82, 0.73, 0.88, 18.76, 
September 28 2018, 51.7, 10.26, 4.48, 1.69, 9.77, 0.72, 0.88, 18.81, 
September 29 2018, 51.98, 10.41, 4.24, 1.63, 9.73, 0.71, 0.87, 18.76, 
September 30 2018, 51.43, 10.66, 4.21, 1.62, 10.09, 0.71, 0.86, 18.76, 
October 1 2018, 51.3, 10.68, 4.16, 1.6, 10.33, 0.7, 0.85, 18.72, 
October 2 2018, 51.61, 10.66, 4.17, 1.59, 9.94, 0.7, 0.86, 18.8, 
October 3 2018, 51.55, 10.57, 4.2, 1.58, 10.03, 0.69, 0.87, 18.81, 
October 4 2018, 52.08, 10.43, 4.15, 1.55, 9.72, 0.69, 0.87, 18.83, 
October 5 2018, 51.99, 10.48, 4.09, 1.57, 9.72, 0.69, 0.86, 18.91, 
October 6 2018, 52.18, 10.47, 4.08, 1.55, 9.42, 0.69, 0.86, 19.06, 
October 7 2018, 52.55, 10.61, 4.07, 1.55, 8.81, 0.7, 0.86, 19.16, 
October 8 2018, 52.48, 10.61, 4.12, 1.56, 8.72, 0.7, 0.86, 19.25, 
October 9 2018, 52.12, 10.63, 4.15, 1.57, 8.84, 0.69, 0.86, 19.4, 
October 10 2018, 52.32, 10.65, 4.1, 1.57, 8.71, 0.69, 0.85, 19.38, 
October 11 2018, 52.43, 10.61, 4.09, 1.56, 8.56, 0.69, 0.85, 19.49, 
October 12 2018, 53.83, 10.24, 3.86, 1.53, 8.12, 0.67, 0.87, 19.25, 
October 13 2018, 54.08, 10.02, 3.83, 1.55, 8.39, 0.66, 0.83, 19.03, 
October 14 2018, 53.98, 10.14, 3.84, 1.56, 8.24, 0.66, 0.84, 19.15, 
October 15 2018, 54.09, 10.13, 3.83, 1.54, 8.26, 0.66, 0.84, 19.05, 
October 16 2018, 54.34, 10.11, 3.8, 1.54, 8.36, 0.64, 0.82, 18.82, 
October 17 2018, 54.01, 10.17, 3.75, 1.5, 8.71, 0.64, 0.83, 18.82, 
October 18 2018, 53.72, 10.08, 3.71, 1.49, 8.85, 0.64, 0.83, 19.08, 
October 19 2018, 54.06, 10.02, 3.68, 1.48, 8.7, 0.62, 0.81, 19.04, 
October 20 2018, 53.77, 10.06, 3.69, 1.51, 8.73, 0.62, 0.82, 19.23, 
October 21 2018, 53.66, 10.06, 3.71, 1.49, 8.76, 0.62, 0.82, 19.29, 
October 22 2018, 53.65, 10.04, 3.74, 1.49, 8.7, 0.62, 0.82, 19.34, 
October 23 2018, 53.65, 10.03, 3.72, 1.47, 8.65, 0.61, 0.83, 19.43, 
October 24 2018, 53.81, 10.02, 3.68, 1.48, 8.47, 0.61, 0.85, 19.49, 
October 25 2018, 53.64, 9.96, 3.67, 1.47, 8.77, 0.63, 0.84, 19.44, 
October 26 2018, 53.65, 9.96, 3.68, 1.47, 8.84, 0.62, 0.83, 19.35, 
October 27 2018, 53.68, 9.97, 3.65, 1.47, 8.83, 0.62, 0.83, 19.36, 
October 28 2018, 53.73, 10.04, 3.65, 1.46, 8.78, 0.62, 0.83, 19.34, 
October 29 2018, 53.7, 10.04, 3.64, 1.46, 8.81, 0.63, 0.81, 19.38, 
October 30 2018, 54.15, 9.98, 3.58, 1.43, 8.73, 0.62, 0.83, 19.17, 
October 31 2018, 54.11, 9.98, 3.58, 1.43, 8.79, 0.63, 0.83, 19.16, 
November 1 2018, 53.99, 9.99, 3.63, 1.44, 8.84, 0.63, 0.85, 19.12, 
November 2 2018, 53.9, 9.96, 3.6, 1.44, 8.88, 0.63, 0.83, 19.23, 
November 3 2018, 53.36, 9.98, 3.93, 1.46, 8.92, 0.63, 0.85, 19.32, 
November 4 2018, 53.35, 9.96, 4.03, 1.45, 8.87, 0.63, 0.84, 19.32, 
November 5 2018, 52.11, 10.29, 4.82, 1.53, 8.96, 0.67, 0.87, 19.15, 
November 6 2018, 52.57, 10.09, 4.55, 1.49, 9.19, 0.66, 0.86, 19.03, 
November 7 2018, 51.56, 10.22, 4.87, 1.49, 9.83, 0.66, 0.85, 18.99, 
November 8 2018, 51.67, 10.23, 4.93, 1.46, 9.77, 0.64, 0.83, 18.93, 
November 9 2018, 52.1, 10.2, 4.77, 1.46, 9.38, 0.66, 0.84, 19.07, 
November 10 2018, 52.28, 10.19, 4.65, 1.44, 9.5, 0.64, 0.83, 18.98, 
November 11 2018, 52.13, 10.28, 4.6, 1.45, 9.58, 0.64, 0.82, 18.99, 
November 12 2018, 52.48, 10.22, 4.33, 1.42, 9.53, 0.64, 0.81, 19.05, 
November 13 2018, 52.2, 10.21, 4.27, 1.41, 9.89, 0.66, 0.83, 18.94, 
November 14 2018, 52.38, 10.18, 4.31, 1.41, 9.83, 0.64, 0.82, 18.84, 
November 15 2018, 53.35, 10.06, 4.04, 1.38, 9.65, 0.64, 0.81, 18.52, 
November 16 2018, 52.82, 10.01, 4, 1.39, 10.27, 0.62, 0.78, 18.58, 
November 17 2018, 52.83, 9.93, 3.89, 1.38, 10.27, 0.63, 0.79, 18.74, 
November 18 2018, 52.73, 9.85, 3.75, 1.36, 10.73, 0.61, 0.77, 18.69, 
November 19 2018, 52.42, 9.86, 3.62, 1.36, 11.11, 0.61, 0.8, 18.73, 
November 20 2018, 52.82, 9.54, 3.63, 1.31, 11.84, 0.57, 0.74, 18.09, 
November 21 2018, 53.3, 9.49, 2.8, 1.35, 12.03, 0.6, 0.76, 18.19, 
November 22 2018, 53.21, 9.38, 2.75, 1.34, 11.99, 0.63, 0.77, 18.44, 
November 23 2018, 53.32, 9.28, 2.61, 1.37, 12, 0.63, 0.77, 18.52, 
November 24 2018, 54.02, 9.04, 2.58, 1.35, 11.78, 0.6, 0.77, 18.36, 
November 25 2018, 53.91, 9.14, 2.59, 1.37, 11.74, 0.61, 0.78, 18.35, 
November 26 2018, 54.29, 9.27, 2.65, 1.39, 11.34, 0.6, 0.74, 18.24, 
November 27 2018, 53.18, 9.02, 2.56, 1.42, 11.61, 0.6, 0.72, 19.43, 
November 28 2018, 53.29, 9, 2.5, 1.45, 11.46, 0.61, 0.74, 19.45, 
November 29 2018, 53.41, 8.95, 2.41, 1.5, 11.35, 0.6, 0.76, 19.48, 
November 30 2018, 53.98, 8.89, 2.29, 1.47, 10.97, 0.6, 0.74, 19.53, 
Dec 1 2018, 53.53, 9.04, 2.34, 1.47, 11.18, 0.6, 0.73, 19.62, 
Dec 2 2018, 53.85, 8.96, 2.24, 1.49, 10.95, 0.59, 0.73, 19.66, 
Dec 3 2018, 53.63, 8.97, 2.25, 1.5, 11, 0.58, 0.75, 19.79, 
Dec 4 2018, 53.71, 8.88, 2.2, 1.46, 11.2, 0.56, 0.72, 19.75, 
Dec 5 2018, 53.78, 8.96, 2.07, 1.46, 11.14, 0.57, 0.73, 19.75, 
Dec 6 2018, 54.04, 8.84, 1.92, 1.45, 11.3, 0.55, 0.72, 19.65, 
Dec 7 2018, 54.74, 8.61, 1.73, 1.43, 11.31, 0.52, 0.69, 19.46, 
Dec 8 2018, 55.05, 8.45, 1.66, 1.33, 11.5, 0.5, 0.69, 19.29, 
Dec 9 2018, 54.63, 8.58, 1.63, 1.36, 11.45, 0.53, 0.69, 19.6, 
Dec 10 2018, 54.77, 8.71, 1.67, 1.36, 11.18, 0.55, 0.7, 19.51, 
Dec 11 2018, 55.12, 8.56, 1.67, 1.33, 11.14, 0.53, 0.67, 19.46, 
Dec 12 2018, 55.12, 8.47, 1.64, 1.31, 11.39, 0.52, 0.66, 19.4, 
Dec 13 2018, 54.94, 8.55, 1.6, 1.35, 11.37, 0.51, 0.67, 19.5, 
Dec 14 2018, 54.79, 8.62, 1.56, 1.35, 11.48, 0.5, 0.65, 19.54, 
Dec 15 2018, 55.15, 8.57, 1.41, 1.34, 11.52, 0.5, 0.66, 19.36, 
Dec 16 2018, 55.29, 8.59, 1.36, 1.39, 11.49, 0.51, 0.64, 19.27, 
Dec 17 2018, 54.83, 8.68, 1.39, 1.5, 11.41, 0.51, 0.64, 19.54, 
Dec 18 2018, 54.44, 8.75, 1.41, 1.56, 11.51, 0.54, 0.64, 19.61, 
Dec 19 2018, 54.13, 8.6, 1.53, 1.5, 11.91, 0.52, 0.64, 19.66, 
Dec 20 2018, 53.45, 8.72, 1.96, 1.46, 12.19, 0.54, 0.65, 19.5, 
Dec 21 2018, 53.79, 8.92, 2.33, 1.46, 11.47, 0.55, 0.66, 19.28, 
Dec 22 2018, 53.42, 8.86, 2.56, 1.43, 11.42, 0.57, 0.65, 19.51, 
Dec 23 2018, 53.07, 9.11, 2.59, 1.44, 11.29, 0.58, 0.66, 19.67, 
Dec 24 2018, 52.14, 10.03, 2.6, 1.49, 11.21, 0.56, 0.66, 19.67, 
Dec 25 2018, 51.32, 10.47, 2.31, 1.48, 12.04, 0.6, 0.68, 19.5, 
Dec 26 2018, 51.83, 10.49, 2.26, 1.44, 11.97, 0.55, 0.64, 19.24, 
Dec 27 2018, 51.98, 10.4, 2.34, 1.41, 11.75, 0.55, 0.63, 19.34, 
Dec 28 2018, 52.36, 10.19, 2.24, 1.4, 11.73, 0.54, 0.62, 19.32, 
Dec 29 2018, 51.8, 10.68, 2.32, 1.48, 11.65, 0.54, 0.63, 19.27, 
Dec 30 2018, 52.01, 10.82, 2.23, 1.46, 11.55, 0.53, 0.62, 19.18, 
Dec 31 2018, 51.77, 11.08, 2.2, 1.47, 11.5, 0.54, 0.62, 19.18, 
Jan 1 2019, 51.82, 11.16, 2.21, 1.46, 11.41, 0.54, 0.61, 19.15, 
Jan 2 2019, 51.71, 11.12, 2.22, 1.46, 11.49, 0.53, 0.61, 19.23, 
Jan 3 2019, 51.1, 11.85, 2.19, 1.48, 11.45, 0.53, 0.65, 19.1, 
Jan 4 2019, 51.43, 11.8, 2.18, 1.46, 11.26, 0.53, 0.64, 19.06, 
Jan 5 2019, 51.22, 12.05, 2.17, 1.47, 11.17, 0.53, 0.65, 19.12, 
Jan 6 2019, 50.94, 12.4, 2.16, 1.6, 10.99, 0.52, 0.63, 19.13, 
