SNo,name,symbol,date,high,low,open,close,volume,marketcap
155,Bitcoin,BTC,9/30/2013 23:59,138.3500061,130.2700043,137.1499939,133,0,1566038425
156,Bitcoin,BTC,10/1/2013 23:59,134.6300049,131.5500031,132.6799927,132.1799927,0,1557001092
157,Bitcoin,BTC,10/2/2013 23:59,133.5899963,102.25,132.0500031,114.1299973,0,1344930746
158,Bitcoin,BTC,10/3/2013 23:59,123.6299973,111.8199997,114.4499969,123.6299973,0,1457492615
159,Bitcoin,BTC,10/4/2013 23:59,130.0899963,123.4100037,123.4100037,129.0099945,0,1521498787
160,Bitcoin,BTC,10/5/2013 23:59,130.4400024,128.0299988,128.6300049,128.5500031,0,1516777519
161,Bitcoin,BTC,10/6/2013 23:59,129.6600037,126.1500015,128.3600006,129,0,1522686975
162,Bitcoin,BTC,10/7/2013 23:59,130.2700043,126.3600006,129.4299927,126.9400024,0,1498859918
163,Bitcoin,BTC,10/8/2013 23:59,127.4700012,124.7099991,126.7399979,126,0,1488277350
164,Bitcoin,BTC,10/9/2013 23:59,131.75,125.5800018,125.8499985,130.6900024,0,1544249376
165,Bitcoin,BTC,10/10/2013 23:59,131.5,129.2599945,130.6699982,130.5899963,0,1543701125
166,Bitcoin,BTC,10/11/2013 23:59,131.8099976,129.6399994,130.75,130.8999939,0,1547971040
167,Bitcoin,BTC,10/12/2013 23:59,135.6600037,130.5599976,130.8999939,135.1900024,0,1599426131
168,Bitcoin,BTC,10/13/2013 23:59,138.6600037,134.5500031,135.1900024,138.1300049,0,1634968839
169,Bitcoin,BTC,10/14/2013 23:59,144.1199951,138.8999939,139.2700043,140.5200043,0,1664129178
170,Bitcoin,BTC,10/15/2013 23:59,145.3899994,139.1300049,140.7700043,145.2400055,0,1720981439
171,Bitcoin,BTC,10/16/2013 23:59,152.2299957,142.4299927,145.6499939,142.5500031,0,1689851848
172,Bitcoin,BTC,10/17/2013 23:59,147.4199982,142.4100037,142.4100037,146.25,0,1734327563
173,Bitcoin,BTC,10/18/2013 23:59,155.9600067,145.5700073,146.3699951,155.9600067,0,1850219763
174,Bitcoin,BTC,10/19/2013 23:59,177.4799957,155.6999969,155.9100037,172.4199982,0,2046457291
175,Bitcoin,BTC,10/20/2013 23:59,174.9100037,168.9499969,171.6600037,174.6100006,0,2073319140
176,Bitcoin,BTC,10/21/2013 23:59,184.8200073,174.8000031,174.8000031,182.2100067,0,2164518143
177,Bitcoin,BTC,10/22/2013 23:59,196.2700043,182.6499939,182.6499939,193.7599945,0,2302910260
178,Bitcoin,BTC,10/23/2013 23:59,213.6199951,192.3800049,193.3600006,213.6199951,0,2540139399
179,Bitcoin,BTC,10/24/2013 23:59,217.4199982,168.5200043,214.3000031,198.2299957,0,2358198593
180,Bitcoin,BTC,10/25/2013 23:59,198.8699951,168.5,197.6900024,186.6900024,0,2222012384
181,Bitcoin,BTC,10/26/2013 23:59,188.4100037,175.75,187.4499969,177.3200073,0,2111296044
182,Bitcoin,BTC,10/27/2013 23:59,196.4400024,176.6000061,176.6000061,196.4400024,0,2339831217
183,Bitcoin,BTC,10/28/2013 23:59,198.6199951,192.0599976,196.2100067,198.5500031,0,2365837416
184,Bitcoin,BTC,10/29/2013 23:59,204.7899933,198.5500031,198.5500031,204.3899994,0,2436241934
185,Bitcoin,BTC,10/30/2013 23:59,209.1600037,199.9700012,204.3899994,199.9700012,0,2384492273
186,Bitcoin,BTC,10/31/2013 23:59,205.1799927,198.8500061,199.8300018,204,0,2433658800
187,Bitcoin,BTC,11/1/2013 23:59,206.6499939,202.1300049,203.8999939,206.1799927,0,2460742837
188,Bitcoin,BTC,11/2/2013 23:59,207.7599945,201.6499939,205.8099976,206.2200012,0,2462261645
189,Bitcoin,BTC,11/3/2013 23:59,215.0500031,203.9900055,205.9900055,215.0500031,0,2568713111
190,Bitcoin,BTC,11/4/2013 23:59,231.0099945,213.9400024,214.6600037,229.1000061,0,2737659088
191,Bitcoin,BTC,11/5/2013 23:59,250.6600037,226.2200012,229.2100067,245.2400055,0,2931598960
192,Bitcoin,BTC,11/6/2013 23:59,263,244.7799988,244.7799988,262.5,0,3138994688
193,Bitcoin,BTC,11/7/2013 23:59,304.1700134,261.5499878,261.6799927,296.4100037,0,3545560087
194,Bitcoin,BTC,11/8/2013 23:59,338.6600037,296.9299927,297.8500061,338.1099854,0,4045494603
195,Bitcoin,BTC,11/9/2013 23:59,370.8200073,319.7099915,338.5799866,339.1099854,0,4058705857
196,Bitcoin,BTC,11/10/2013 23:59,350.7000122,277.2399902,348.8200073,326.6199951,0,3910613095
197,Bitcoin,BTC,11/11/2013 23:59,351.269989,311.7799988,325.4100037,342.4400024,0,4101635027
198,Bitcoin,BTC,11/12/2013 23:59,362.8099976,342.7999878,343.0599976,360.3299866,0,4317726291
199,Bitcoin,BTC,11/13/2013 23:59,414.0499878,359.7999878,360.9700012,407.3699951,0,4883103453
200,Bitcoin,BTC,11/14/2013 23:59,425.8999939,395.1900024,406.4100037,420.2000122,0,5038817795
201,Bitcoin,BTC,11/15/2013 23:59,437.8900146,396.1099854,419.4100037,417.9500122,0,5013561020
202,Bitcoin,BTC,11/16/2013 23:59,450.2600098,415.5700073,417.2799988,440.2200012,0,5282849105
203,Bitcoin,BTC,11/17/2013 23:59,500.5799866,440.2399902,440.9599915,492.1099854,0,5907842064
204,Bitcoin,BTC,11/18/2013 23:59,703.7800293,494.9400024,496.5799866,703.5599976,0,8449069629
205,Bitcoin,BTC,11/19/2013 23:59,806.1099854,456.3900146,712.7600098,584.6099854,0,7022949161
206,Bitcoin,BTC,11/20/2013 23:59,599.6500244,448.4500122,577.9799805,590.8300171,0,7100077964
207,Bitcoin,BTC,11/21/2013 23:59,733.4000244,577.289978,594.3200073,722.4299927,0,8684240726
208,Bitcoin,BTC,11/22/2013 23:59,780.8499756,668.1300049,724.0700073,771.4400024,0,9276681716
209,Bitcoin,BTC,11/23/2013 23:59,844.9699707,771.7000122,771.7000122,797.8200073,0,9597335799
210,Bitcoin,BTC,11/24/2013 23:59,807.3599854,722.8699951,795.6300049,774.25,0,9317034156
211,Bitcoin,BTC,11/25/2013 23:59,810.6799927,754.4299927,773.0200195,799.1099854,0,9619646225
212,Bitcoin,BTC,11/26/2013 23:59,928.539978,800.7999878,805.7299805,928.0999756,0,11176110593
213,Bitcoin,BTC,11/27/2013 23:59,1001.960022,891.6799927,923.8499756,1001.960022,0,12069885699
214,Bitcoin,BTC,11/28/2013 23:59,1077.560059,962.1699829,1003.380005,1031.949951,0,12435823060
215,Bitcoin,BTC,11/29/2013 23:59,1146.969971,1000.640015,1042.01001,1131.969971,0,13646039846
216,Bitcoin,BTC,11/30/2013 23:59,1156.140015,1106.609985,1129.369995,1129.430054,0,13620389321
217,Bitcoin,BTC,12/1/2013 23:59,1133.079956,801.8200073,1128.920044,955.8499756,0,11531708948
218,Bitcoin,BTC,12/2/2013 23:59,1055.420044,938.4099731,951.4199829,1043.329956,0,12591271606
219,Bitcoin,BTC,12/3/2013 23:59,1096,1011.210022,1046.400024,1078.280029,0,13018451838
220,Bitcoin,BTC,12/4/2013 23:59,1156.119995,1070.160034,1077.579956,1151.170044,0,13903428351
221,Bitcoin,BTC,12/5/2013 23:59,1154.359985,897.1099854,1152.72998,1045.109985,0,12626914509
222,Bitcoin,BTC,12/6/2013 23:59,1042.380005,829.4500122,1042.380005,829.4500122,0,10025645095
223,Bitcoin,BTC,12/7/2013 23:59,854.6400146,640.2199707,835.3200073,698.2299805,0,8442962249
224,Bitcoin,BTC,12/8/2013 23:59,802.5100098,670.8800049,697.3099976,795.8699951,0,9627500113
225,Bitcoin,BTC,12/9/2013 23:59,921.9299927,780.9000244,793.7999878,893.1900024,0,10808715488
226,Bitcoin,BTC,12/10/2013 23:59,997.2299805,892.3200073,892.3200073,988.5100098,0,11966951486
227,Bitcoin,BTC,12/11/2013 23:59,1001.580017,834.2299805,989.0700073,878.4799805,0,10638546534
228,Bitcoin,BTC,12/12/2013 23:59,901.9400024,844.9500122,882.7800293,873.2600098,0,10578889955
229,Bitcoin,BTC,12/13/2013 23:59,941.789978,860.0499878,874.9799805,892.5800171,0,10816819988
230,Bitcoin,BTC,12/14/2013 23:59,904.6500244,858.3599854,899.8499756,872.5999756,0,10578987915
231,Bitcoin,BTC,12/15/2013 23:59,886.1599731,825,875.289978,876.1199951,0,10625517651
232,Bitcoin,BTC,12/16/2013 23:59,882.25,668.25,880.3300171,705.9699707,0,8565534010
233,Bitcoin,BTC,12/17/2013 23:59,754.8300171,630.8800049,706.3699951,682.1199951,0,8279623719
234,Bitcoin,BTC,12/18/2013 23:59,679.3200073,420.5100098,678.2000122,522.7000122,0,6347159168
235,Bitcoin,BTC,12/19/2013 23:59,707.2299805,502.8900146,519.0599976,691.960022,0,8406397153
236,Bitcoin,BTC,12/20/2013 23:59,729.1599731,595.3300171,694.2199707,625.3200073,0,7599576492
237,Bitcoin,BTC,12/21/2013 23:59,654.2700195,579.1699829,619.9000244,605.6599731,0,7363114611
238,Bitcoin,BTC,12/22/2013 23:59,666.7399902,585.6400146,601.7800293,617.1799927,0,7505757423
239,Bitcoin,BTC,12/23/2013 23:59,680.9099731,611.039978,613.0599976,673.4099731,0,8192487202
240,Bitcoin,BTC,12/24/2013 23:59,684.3900146,645.710022,672.3599854,665.5800171,0,8100042042
241,Bitcoin,BTC,12/25/2013 23:59,682.7000122,649.4799805,666.3099976,682.210022,0,8305173374
242,Bitcoin,BTC,12/26/2013 23:59,777.75,683.9400024,683.9400024,761.9799805,0,9279735331
243,Bitcoin,BTC,12/27/2013 23:59,777.5100098,713.5999756,763.2800293,735.0700073,46862700,8955394564
244,Bitcoin,BTC,12/28/2013 23:59,747.0599976,705.3499756,737.9799805,727.8300171,32505800,8869918644
245,Bitcoin,BTC,12/29/2013 23:59,748.6099854,714.4400024,728.0499878,745.0499878,19011300,9082103621
246,Bitcoin,BTC,12/30/2013 23:59,766.5999756,740.2399902,741.3499756,756.1300049,20707700,9217167990
247,Bitcoin,BTC,12/31/2013 23:59,760.5800171,738.1699829,760.3200073,754.0100098,20897300,9191325349
248,Bitcoin,BTC,1/1/2014 23:59,775.3499756,754.9699707,754.9699707,771.4000244,22489400,9403308145
249,Bitcoin,BTC,1/2/2014 23:59,820.3099976,767.210022,773.4400024,802.3900146,38489500,9781073921
250,Bitcoin,BTC,1/3/2014 23:59,834.1500244,789.1199951,802.8499756,818.7199707,37810100,9980135396
251,Bitcoin,BTC,1/4/2014 23:59,859.5100098,801.6699829,823.2700195,859.5100098,38005000,10477362437
252,Bitcoin,BTC,1/5/2014 23:59,952.4000244,854.5200195,858.5499878,933.5300293,72898496,11379660685
253,Bitcoin,BTC,1/6/2014 23:59,1017.119995,905.710022,936.0499878,953.289978,85565696,11620533603
254,Bitcoin,BTC,1/7/2014 23:59,965.7399902,802,946.4899902,802,81311696,9808299600
255,Bitcoin,BTC,1/8/2014 23:59,870.6799927,776.1799927,795.9899902,842.7199707,74175600,10310363180
256,Bitcoin,BTC,1/9/2014 23:59,864.3599854,804.1400146,841.4699707,846.8599854,59998600,10365397028
257,Bitcoin,BTC,1/10/2014 23:59,871.1900024,822.5999756,846.6900024,868.4799805,31876800,10634081648
258,Bitcoin,BTC,1/11/2014 23:59,921.4799805,861.7199707,867.3200073,913.9500122,44754200,11195636164
259,Bitcoin,BTC,1/12/2014 23:59,928.5200195,851.1699829,919.5999756,863.2199707,39623500,10578653198
260,Bitcoin,BTC,1/13/2014 23:59,861.289978,806.0499878,860.1900024,841.2000122,45580900,10312375950
