SNo,name,symbol,date,high,low,open,close,volume,marketcap
1,Bitcoin,BTC,4/29/2013 23:59,147.4880066,134,134.4440002,144.5399933,0,1603768865
2,Bitcoin,BTC,4/30/2013 23:59,146.9299927,134.0500031,144,139,0,1542813125
3,Bitcoin,BTC,5/1/2013 23:59,139.8899994,107.7200012,139,116.9899979,0,1298954594
4,Bitcoin,BTC,5/2/2013 23:59,125.5999985,92.2818985,116.3799973,105.2099991,0,1168517495
5,Bitcoin,BTC,5/3/2013 23:59,108.1279984,79.09999847,106.25,97.75,0,1085995169
6,Bitcoin,BTC,5/4/2013 23:59,115,92.5,98.09999847,112.5,0,1250316563
7,Bitcoin,BTC,5/5/2013 23:59,118.8000031,107.1429977,112.9000015,115.9100037,0,1288693176
8,Bitcoin,BTC,5/6/2013 23:59,124.663002,106.6399994,115.9800034,112.3000031,0,1249023060
9,Bitcoin,BTC,5/7/2013 23:59,113.4440002,97.69999695,112.25,111.5,0,1240593600
10,Bitcoin,BTC,5/8/2013 23:59,115.7799988,109.5999985,109.5999985,113.5660019,0,1264049202
11,Bitcoin,BTC,5/9/2013 23:59,113.4599991,109.2600021,113.1999969,112.6699982,0,1254535382
12,Bitcoin,BTC,5/10/2013 23:59,122,111.5510025,112.7990036,117.1999969,0,1305479080
13,Bitcoin,BTC,5/11/2013 23:59,118.6790009,113.0100021,117.6999969,115.2429962,0,1284207489
14,Bitcoin,BTC,5/12/2013 23:59,117.4489975,113.4349976,115.6399994,115,0,1281982625
15,Bitcoin,BTC,5/13/2013 23:59,118.6989975,114.5,114.8199997,117.9800034,0,1315710011
16,Bitcoin,BTC,5/14/2013 23:59,119.8000031,110.25,117.9800034,111.5,0,1243874488
17,Bitcoin,BTC,5/15/2013 23:59,115.8099976,103.5,111.4000015,114.2200012,0,1274623813
18,Bitcoin,BTC,5/16/2013 23:59,118.7600021,112.1999969,114.2200012,118.7600021,0,1325726787
19,Bitcoin,BTC,5/17/2013 23:59,125.3000031,116.5709991,118.2099991,123.0149994,0,1373723882
20,Bitcoin,BTC,5/18/2013 23:59,125.25,122.3000031,123.5,123.4980011,0,1379574546
21,Bitcoin,BTC,5/19/2013 23:59,124.5,119.5709991,123.2109985,121.9899979,0,1363204703
22,Bitcoin,BTC,5/20/2013 23:59,123.6210022,120.1200027,122.5,122,0,1363709900
23,Bitcoin,BTC,5/21/2013 23:59,123,121.2099991,122.0199966,122.8799973,0,1374013440
24,Bitcoin,BTC,5/22/2013 23:59,124.0009995,122,122.8899994,123.8889999,0,1385778993
25,Bitcoin,BTC,5/23/2013 23:59,126.9339981,123.0999985,123.8000031,126.6999969,0,1417769833
26,Bitcoin,BTC,5/24/2013 23:59,133.8500061,125.7190018,126.3000031,133.1999969,0,1491070770
27,Bitcoin,BTC,5/25/2013 23:59,133.2189941,128.8999939,133.1000061,131.9799957,0,1477958233
28,Bitcoin,BTC,5/26/2013 23:59,136,130.6150055,131.9859924,133.4799957,0,1495293015
29,Bitcoin,BTC,5/27/2013 23:59,135.4649963,124.6999969,133.5,129.7449951,0,1454029510
30,Bitcoin,BTC,5/28/2013 23:59,130.5800018,125.5999985,129.7700043,129,0,1446189975
31,Bitcoin,BTC,5/29/2013 23:59,132.5899963,127.6620026,129,132.3000031,0,1483734578
32,Bitcoin,BTC,5/30/2013 23:59,132.25,127,132.25,128.798996,0,1445053941
33,Bitcoin,BTC,5/31/2013 23:59,129.8999939,126.4000015,128.798996,129,0,1447870200
34,Bitcoin,BTC,6/1/2013 23:59,129.7799988,127.1989975,128.8150024,129.3000031,0,1451916165
35,Bitcoin,BTC,6/2/2013 23:59,129.3999939,115.0500031,129.3000031,122.2919998,0,1373837500
36,Bitcoin,BTC,6/3/2013 23:59,122.5,116,122.5,122.2220001,0,1373708058
37,Bitcoin,BTC,6/4/2013 23:59,123.8399963,119.0999985,120.7369995,121.4199982,0,1365337545
38,Bitcoin,BTC,6/5/2013 23:59,123.4690018,119.8990021,121.4000015,121.6500015,0,1368486469
39,Bitcoin,BTC,6/6/2013 23:59,123.0999985,117.25,121.9000015,118,0,1327960200
40,Bitcoin,BTC,6/7/2013 23:59,119,106.4199982,118.9700012,111.5,0,1255258638
41,Bitcoin,BTC,6/8/2013 23:59,111.4150009,107.3000031,111,108.3000031,0,1219717920
42,Bitcoin,BTC,6/9/2013 23:59,108.9899979,88.5,107.8919983,100,0,1126642500
43,Bitcoin,BTC,6/10/2013 23:59,110.1009979,95.0019989,100.4369965,106.3499985,0,1198638945
44,Bitcoin,BTC,6/11/2013 23:59,109.5999985,104,106.3499985,108.9000015,0,1227874725
45,Bitcoin,BTC,6/12/2013 23:59,111.7870026,106.7340012,109,108.1500015,0,1219969853
46,Bitcoin,BTC,6/13/2013 23:59,110.3000031,100.5299988,108.776001,104,0,1173637400
47,Bitcoin,BTC,6/14/2013 23:59,104.6999969,98,103.9489975,99.97889709,0,1128709292
48,Bitcoin,BTC,6/15/2013 23:59,103.6999969,98,100,99.98809814,0,1129245604
49,Bitcoin,BTC,6/16/2013 23:59,101.5999985,98.94660187,99.80000305,99.51000214,0,1124306272
50,Bitcoin,BTC,6/17/2013 23:59,102.2099991,99,99.90000153,101.6999969,0,1149418485
51,Bitcoin,BTC,6/18/2013 23:59,111.1110001,101.0329971,101.9499969,107.4000015,0,1214216070
52,Bitcoin,BTC,6/19/2013 23:59,110.2249985,105.7549973,107.0500031,108.25,0,1224193838
53,Bitcoin,BTC,6/20/2013 23:59,114.3000031,107.5,108.2509995,110.1500015,0,1246104920
54,Bitcoin,BTC,6/21/2013 23:59,114.9899979,107.6849976,111.2900009,109.5,0,1239214238
55,Bitcoin,BTC,6/22/2013 23:59,109.9560013,107.5139999,109.5,108.3000031,0,1226110328
56,Bitcoin,BTC,6/23/2013 23:59,108.8000031,106.2340012,108.1999969,107.5999985,0,1218626490
57,Bitcoin,BTC,6/24/2013 23:59,108.3339996,100.9800034,107.9000015,102.7369995,0,1163935726
58,Bitcoin,BTC,6/25/2013 23:59,106.4700012,101.0100021,102.0899963,103.9499969,0,1178086140
59,Bitcoin,BTC,6/26/2013 23:59,105.4889984,102.7919998,103.3290024,104,0,1179105200
60,Bitcoin,BTC,6/27/2013 23:59,104,101.0999985,104,101.4369965,0,1150468023
61,Bitcoin,BTC,6/28/2013 23:59,101.7369995,92.33300018,101.7369995,94.64920044,0,1073887457
62,Bitcoin,BTC,6/29/2013 23:59,99.98999786,93,94.66000366,94.9940033,0,1078198524
63,Bitcoin,BTC,6/30/2013 23:59,98.12229919,94.22229767,94.99900055,96.61399841,0,1096957771
64,Bitcoin,BTC,7/1/2013 23:59,97.66490173,86.29720306,97.51000214,88.05000305,0,1000065296
65,Bitcoin,BTC,7/2/2013 23:59,92.30000305,87.51000214,88.05000305,90.13400269,0,1024082228
66,Bitcoin,BTC,7/3/2013 23:59,90.98120117,76.97920227,90.40499878,77.52999878,0,881233115.5
67,Bitcoin,BTC,7/4/2013 23:59,83.10500336,72,78.88999939,80.52580261,0,915618608.9
68,Bitcoin,BTC,7/5/2013 23:59,80,65.52600098,79.98999786,68.43099976,0,778411178.9
69,Bitcoin,BTC,7/6/2013 23:59,75,66.81999969,68.50499725,70.27729797,0,799741618.5
70,Bitcoin,BTC,7/7/2013 23:59,74.56109619,66.62000275,68.74900055,74.56109619,0,848838978.9
71,Bitcoin,BTC,7/8/2013 23:59,80,72.59999847,76.5,76.51599884,0,871457940.1
72,Bitcoin,BTC,7/9/2013 23:59,78.30000305,72.51999664,76,76.69400024,0,873841849.3
73,Bitcoin,BTC,7/10/2013 23:59,87,76.19999695,76.72000122,86.76000214,0,988957719
74,Bitcoin,BTC,7/11/2013 23:59,90.27999878,85.07990265,88,88.98000336,0,1014650063
75,Bitcoin,BTC,7/12/2013 23:59,104,88.16600037,88.97899628,93.59490204,0,1067634684
76,Bitcoin,BTC,7/13/2013 23:59,98.25,88.06220245,93.98989868,98.1339035,0,1119796120
77,Bitcoin,BTC,7/14/2013 23:59,98.69999695,92.86000061,98.69999695,94.69129944,0,1080917760
78,Bitcoin,BTC,7/15/2013 23:59,101.9000015,93.11000061,93.60500336,98.40019989,0,1123658944
79,Bitcoin,BTC,7/16/2013 23:59,99.86229706,96.14160156,98.89029694,97.45079803,0,1113217032
80,Bitcoin,BTC,7/17/2013 23:59,99.97000122,96.18000031,96.70999908,98.5,0,1125658000
81,Bitcoin,BTC,7/18/2013 23:59,98.80000305,86.19999695,98.5,90.58000183,0,1035512825
82,Bitcoin,BTC,7/19/2013 23:59,95.20010376,87.80000305,90.06890106,92.16999817,0,1054083771
83,Bitcoin,BTC,7/20/2013 23:59,93.09999847,89.27110291,92,89.39009857,0,1022707665
84,Bitcoin,BTC,7/21/2013 23:59,91.94999695,88,89.8214035,90.75730133,0,1038798980
85,Bitcoin,BTC,7/22/2013 23:59,91.9980011,90.07540131,91.9980011,91.61000061,0,1048939081
86,Bitcoin,BTC,7/23/2013 23:59,96.81929779,91.59999847,91.59999847,95.5585022,0,1094484058
87,Bitcoin,BTC,7/24/2013 23:59,95.98999786,93,95.5585022,94.51000214,0,1082848325
88,Bitcoin,BTC,7/25/2013 23:59,97.33000183,93.86569977,94.50499725,96.90000153,0,1110587858
89,Bitcoin,BTC,7/26/2013 23:59,97.46910095,96,96.94999695,96.02020264,0,1100902800
90,Bitcoin,BTC,7/27/2013 23:59,96.99500275,93,96.02010345,94.11599731,0,1079491697
91,Bitcoin,BTC,7/28/2013 23:59,100.5770035,94,94.40000153,99.7559967,0,1144602838
92,Bitcoin,BTC,7/29/2013 23:59,102.5,98.45500183,98.59999847,101.1999969,0,1161619140
93,Bitcoin,BTC,7/30/2013 23:59,107.9899979,100.4700012,101.4889984,107.9899979,0,1240092366
94,Bitcoin,BTC,7/31/2013 23:59,111.3440018,103.8799973,107.9499969,106.0899963,0,1218777834
95,Bitcoin,BTC,8/1/2013 23:59,108,103.0110016,106.2129974,104,0,1195225200
96,Bitcoin,BTC,8/2/2013 23:59,108,101.2109985,104.8560028,104.5009995,0,1201487185
97,Bitcoin,BTC,8/3/2013 23:59,105.7799988,102.0019989,104.5009995,104.0049973,0,1196226508
98,Bitcoin,BTC,8/4/2013 23:59,105.9499969,103.5230026,104.9499969,105.1439972,0,1209797378
99,Bitcoin,BTC,8/5/2013 23:59,107.7699966,105,105.1200027,106.2200012,0,1222677176
100,Bitcoin,BTC,8/6/2013 23:59,107.3820038,105.5569992,106.7200012,106.75,0,1229098150
101,Bitcoin,BTC,8/7/2013 23:59,106.75,106.75,106.75,106.75,0,1229098150
102,Bitcoin,BTC,8/8/2013 23:59,106.75,101.2600021,106.75,103,0,1187105900
103,Bitcoin,BTC,8/9/2013 23:59,105.75,101.9349976,103.0699997,102.8000031,0,1185307130
104,Bitcoin,BTC,8/10/2013 23:59,103.9000015,102.4100037,102.8000031,103,0,1188153925
105,Bitcoin,BTC,8/11/2013 23:59,105.1900024,102.7549973,103,105,0,1211789250
106,Bitcoin,BTC,8/12/2013 23:59,108,103.5,105,106.6360016,0,1231248581
107,Bitcoin,BTC,8/13/2013 23:59,109.3499985,104.6500015,106.9899979,109,0,1259042650
108,Bitcoin,BTC,8/14/2013 23:59,114.9950027,108.0009995,109.5550003,112.5619965,0,1300656724
109,Bitcoin,BTC,8/15/2013 23:59,113.2450027,109,112.5619965,109.9899979,0,1271404657
110,Bitcoin,BTC,8/16/2013 23:59,112.3000031,108.5169983,109.9950027,108.9940033,0,1260352119
111,Bitcoin,BTC,8/17/2013 23:59,113.75,108.2249985,108.9940033,113.5,0,1312996375
112,Bitcoin,BTC,8/18/2013 23:59,114.6880035,112,112.75,113.5,0,1313544013
113,Bitcoin,BTC,8/19/2013 23:59,123.0619965,111.7710037,113.3799973,119,0,1377725475
114,Bitcoin,BTC,8/20/2013 23:59,123.0110016,117.5080032,119,121.2050018,0,1403829641
115,Bitcoin,BTC,8/21/2013 23:59,124.9140015,119.6819992,121.2099991,123.3000031,0,1428698678
116,Bitcoin,BTC,8/22/2013 23:59,123.5,120.5999985,123.3000031,121.1500015,0,1404437433
117,Bitcoin,BTC,8/23/2013 23:59,122,118.4440002,122,118.5009995,0,1374309422
118,Bitcoin,BTC,8/24/2013 23:59,121.3899994,118.0199966,118.5100021,120.0449982,0,1392768092
119,Bitcoin,BTC,8/25/2013 23:59,122.9869995,119.1699982,119.6029968,122.1110001,0,1417198897
120,Bitcoin,BTC,8/26/2013 23:59,122.7549973,119.9300003,122.1110001,120.0559998,0,1393847159
121,Bitcoin,BTC,8/27/2013 23:59,127.2399979,120.0699997,120.0699997,126.5,0,1469193138
122,Bitcoin,BTC,8/28/2013 23:59,127.3199997,122.6200027,126.4800034,122.6200027,0,1424675798
123,Bitcoin,BTC,8/29/2013 23:59,123.6999969,122.2099991,122.6200027,122.3899994,0,1422584866
124,Bitcoin,BTC,8/30/2013 23:59,135.75,120.9899979,122.3499985,133.4900055,0,1552288465
125,Bitcoin,BTC,8/31/2013 23:59,140.8899994,132.7200012,133.0899963,135.3500061,0,1574672051
126,Bitcoin,BTC,9/1/2013 23:59,145.8099976,134.8099976,135.1399994,138.3399963,0,1610215347
127,Bitcoin,BTC,9/2/2013 23:59,146.5,134.8899994,138.6300049,135.8500061,0,1581969854
128,Bitcoin,BTC,9/3/2013 23:59,138.3399963,133,135.6100006,136.7700043,0,1593346565
129,Bitcoin,BTC,9/4/2013 23:59,144.5,123.6100006,136.5299988,126.7399979,0,1477012118
130,Bitcoin,BTC,9/5/2013 23:59,131.4400024,121.8300018,126.7600021,126.4300003,0,1473965191
131,Bitcoin,BTC,9/6/2013 23:59,127.3399963,119.1500015,126.4899979,119.1500015,0,1389646450
132,Bitcoin,BTC,9/7/2013 23:59,125.9400024,118.4599991,118.8899994,124.1500015,0,1448411494
133,Bitcoin,BTC,9/8/2013 23:59,124.7200012,120.4899979,124.1299973,121.6600037,0,1419836072
134,Bitcoin,BTC,9/9/2013 23:59,129.0599976,119.75,121.8600006,127.1100006,0,1484085516
135,Bitcoin,BTC,9/10/2013 23:59,129.7400055,125.9000015,127.2699966,125.9100037,0,1470679164
136,Bitcoin,BTC,9/11/2013 23:59,137.8300018,123.2699966,125.8899994,135.25,0,1580450350
137,Bitcoin,BTC,9/12/2013 23:59,136.0800018,131.8099976,135.5500031,133.1300049,0,1556386219
138,Bitcoin,BTC,9/13/2013 23:59,137.5800018,132.2700043,132.8300018,134.9799957,0,1578699084
139,Bitcoin,BTC,9/14/2013 23:59,135.8500061,128.8699951,135.0099945,129.2200012,0,1512038756
140,Bitcoin,BTC,9/15/2013 23:59,131.4400024,128.2599945,129.3999939,130.3699951,0,1526085146
141,Bitcoin,BTC,9/16/2013 23:59,132.7200012,129.7700043,130.8600006,131.7200012,0,1542395098
142,Bitcoin,BTC,9/17/2013 23:59,132.7599945,124.8899994,131.5899963,131.6600037,0,1542278406
143,Bitcoin,BTC,9/18/2013 23:59,133.1999969,130.5399933,131.7100067,131.4700012,0,1540598328
144,Bitcoin,BTC,9/19/2013 23:59,131.7700043,128.4499969,131.3699951,129.6499939,0,1519883709
145,Bitcoin,BTC,9/20/2013 23:59,135.6199951,126.6800003,129.6999969,127.0400009,0,1489921944
146,Bitcoin,BTC,9/21/2013 23:59,128.6100006,126.2399979,126.9499969,127.4300003,0,1495101147
147,Bitcoin,BTC,9/22/2013 23:59,133.9400024,126.5899963,127.8700027,129.1199951,0,1515584736
148,Bitcoin,BTC,9/23/2013 23:59,132.7250061,125.6600037,128.9799957,125.9499969,0,1479037148
149,Bitcoin,BTC,9/24/2013 23:59,127.4599991,125.3899994,126.0500031,127.25,0,1494974356
150,Bitcoin,BTC,9/25/2013 23:59,129.6900024,127.3300018,127.3799973,128.2200012,0,1507033770
151,Bitcoin,BTC,9/26/2013 23:59,134.9340057,127.3199997,128.2100067,128.3800049,0,1509434269
152,Bitcoin,BTC,9/27/2013 23:59,134.7400055,128.4900055,128.9400024,133.7799988,0,1573520360
153,Bitcoin,BTC,9/28/2013 23:59,135.6300049,132.5599976,133.7700043,134.7799988,0,1585878762
154,Bitcoin,BTC,9/29/2013 23:59,140.6100006,134.7100067,134.8999939,137.3399963,0,1616584505
